SERIE,GENERO,RANGO_EDAD,RANGO_SALARIAL,CATEGORIA,SEGMENTO_GRUPO_FAMILIAR,SEGMENTO_POBLACIONAL,PIRAMIDE_NUEVA,EMPRESA_FOCO,CIUDAD_AFILIADO,HOTELES,PISCILAGO,DROGUERIA,AGENCIAS,VIVIENDA
9103,F,36 a 45 años,Menor al SMLV,SIGMA,IOTA,TAU,PSI,EMP_000001,,NO,NO,SI,NO,NO
9153,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,PSI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
9203,M,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,OMEGA,EMP_000001,,NO,NO,SI,NO,NO
9253,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
9303,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
9353,F,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
9403,M,20 a 35 años,Entre 1 y 1.5 SMLV,PI,LAMBDA,TAU,LAMBDA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
9453,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,OMEGA,EMP_000001,,NO,NO,SI,NO,NO
9503,M,20 a 35 años,Menor al SMLV,SIGMA,LAMBDA,TAU,PSI,EMP_000001,,NO,NO,SI,NO,NO
9553,F,36 a 45 años,Entre 2.5 y 3 SMLV,PI,RHO,PI,UPSILON,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
9603,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
9653,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,XI,EMP_000002,,NO,NO,SI,NO,NO
9703,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
9753,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
9803,M,20 a 35 años,Entre 3 y 4 SMLV,PI,RHO,PI,UPSILON,EMP_000001,MOSQUERA,NO,NO,SI,NO,NO
9853,F,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
9903,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,XI,EMP_000002,,NO,NO,SI,NO,NO
9953,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,IOTA,PI,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
10003,F,36 a 45 años,Entre 10 y 20 SMLV,ZETA,RHO,PI,XI,EMP_000002,,NO,NO,SI,NO,NO
10053,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
10103,F,36 a 45 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
10153,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,SI,NO,NO
10203,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
10253,F,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
10303,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,PI,XI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
10353,F,20 a 35 años,Menor al SMLV,SIGMA,RHO,TAU,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
10403,M,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,PSI,EMP_000001,,NO,NO,SI,NO,NO
10453,M,20 a 35 años,Menor al SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
10503,F,36 a 45 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
10553,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000002,,NO,NO,SI,NO,NO
10603,F,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,SI,NO,NO
10653,F,36 a 45 años,Entre 3 y 4 SMLV,ZETA,LAMBDA,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
10703,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
10753,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
10803,M,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
10853,F,36 a 45 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,PI,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
10903,F,20 a 35 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000001,,NO,NO,SI,NO,NO
10953,M,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,SI,NO,NO
11003,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
11053,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
11103,M,20 a 35 años,Entre 3 y 4 SMLV,PI,RHO,PI,OMEGA,EMP_000001,,NO,NO,SI,NO,NO
11153,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
11203,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
11253,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
11303,F,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,EPSILON,PI,XI,EMP_000002,,NO,NO,SI,NO,NO
11353,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
11403,F,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,XI,EMP_000001,,NO,NO,SI,NO,NO
11453,F,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
11503,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,,NO,NO,SI,NO,NO
11553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,,NO,NO,SI,NO,NO
11603,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,PSI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
11653,M,36 a 45 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,XI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
11703,F,36 a 45 años,Menor al SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,SI,NO,NO
11753,F,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
11803,M,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
11853,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,SI,NO,NO
11903,M,36 a 45 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,SI,NO,NO
11953,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,SI,NO,NO
12003,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
12053,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,RHO,PI,ETA,EMP_000001,,NO,NO,SI,NO,NO
12103,F,20 a 35 años,Entre 1 y 1.5 SMLV,PI,LAMBDA,TAU,LAMBDA,EMP_000001,,NO,NO,SI,NO,NO
12153,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
12203,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
12253,M,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
12303,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
12353,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
12403,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
12453,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
12503,M,20 a 35 años,Entre 3 y 4 SMLV,PI,EPSILON,PI,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
12553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
12603,M,20 a 35 años,Entre 1 y 1.5 SMLV,PI,CHI,TAU,LAMBDA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
12653,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
12703,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,DELTA,EMP_000001,,NO,NO,SI,NO,NO
12753,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,SI,NO,NO
12803,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000001,,NO,NO,SI,NO,NO
12853,M,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,EPSILON,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
12903,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
12953,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,SI,NO,NO
13003,M,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
13053,M,36 a 45 años,Entre 2 y 2.5 SMLV,PI,RHO,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
13103,F,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
13153,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,SI,NO,NO
13203,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,DELTA,EMP_000001,IBAGUE,NO,NO,SI,NO,NO
13253,M,20 a 35 años,Entre 3 y 4 SMLV,PI,IOTA,PI,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
13303,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,PSI,EMP_000001,,NO,NO,SI,NO,NO
13353,F,20 a 35 años,Entre 1.5 y 2 SMLV,PI,LAMBDA,ETA,LAMBDA,EMP_000001,,NO,NO,SI,NO,NO
13403,F,20 a 35 años,Entre 2 y 2.5 SMLV,PI,LAMBDA,ETA,XI,EMP_000001,,NO,NO,SI,NO,NO
13453,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,BETA,EMP_000001,,NO,NO,SI,NO,NO
13503,F,36 a 45 años,Entre 3 y 4 SMLV,PI,RHO,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
13553,F,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
13603,F,36 a 45 años,Entre 3 y 4 SMLV,PI,EPSILON,PI,XI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
13653,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,PSI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
13703,F,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
13753,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,PSI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
13803,M,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
13853,F,20 a 35 años,Entre 1 y 1.5 SMLV,PI,LAMBDA,TAU,LAMBDA,EMP_000001,,NO,NO,SI,NO,NO
13903,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,MOSQUERA,NO,NO,SI,NO,NO
13953,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,SI,NO,NO
14003,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
14053,M,20 a 35 años,Entre 20 y 30 SMLV,ZETA,LAMBDA,XI,XI,EMP_000002,,NO,NO,SI,NO,NO
14103,F,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
14153,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,ETA,EMP_000001,,NO,NO,SI,NO,NO
14203,M,20 a 35 años,Entre 6 y 8 SMLV,ZETA,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
14253,M,20 a 35 años,Entre 10 y 20 SMLV,ZETA,IOTA,PI,DELTA,EMP_000001,,NO,NO,SI,NO,NO
14303,F,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
14353,F,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
14403,F,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
14453,F,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
14503,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,XI,EMP_000002,FUNZA,NO,NO,SI,NO,NO
14553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,SI,NO,NO
14603,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
14653,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,PSI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
14703,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
14753,F,36 a 45 años,Entre 2.5 y 3 SMLV,PI,IOTA,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
14803,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
14853,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000002,,NO,NO,SI,NO,NO
14903,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,PSI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
14953,M,20 a 35 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
15003,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
15053,F,20 a 35 años,Entre 3 y 4 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
15103,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
15153,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
15203,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,SI,NO,NO
15253,F,36 a 45 años,Entre 3 y 4 SMLV,PI,IOTA,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
15303,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,TAU,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
15353,F,20 a 35 años,Entre 1 y 1.5 SMLV,PI,EPSILON,TAU,LAMBDA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
15403,M,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
15453,F,20 a 35 años,Entre 3 y 4 SMLV,PI,RHO,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
15503,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
15553,F,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,EPSILON,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
15603,F,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
15653,M,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,PSI,EMP_000001,,NO,NO,SI,NO,NO
15703,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,,NO,NO,SI,NO,NO
15753,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,PI,ETA,EMP_000001,,NO,NO,SI,NO,NO
15803,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
15853,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,XI,EMP_000001,,NO,NO,SI,NO,NO
15903,M,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
15953,F,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
16003,F,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
16053,M,20 a 35 años,Entre 8 y 10 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
16103,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,SI,NO,NO
16153,F,20 a 35 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
16203,F,36 a 45 años,Entre 2 y 2.5 SMLV,PI,EPSILON,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
16253,F,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
16303,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,CHI,TAU,PSI,EMP_000001,,NO,NO,SI,NO,NO
16353,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,ETA,EMP_000001,AGUA DE DIOS,NO,NO,SI,NO,NO
16403,F,36 a 45 años,Entre 2 y 2.5 SMLV,PI,RHO,PI,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
16453,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,SI,NO,NO
16503,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,XI,EMP_000002,,NO,NO,SI,NO,NO
16553,M,36 a 45 años,Entre 2 y 2.5 SMLV,PI,IOTA,PI,XI,EMP_000001,,NO,NO,SI,NO,NO
16603,M,36 a 45 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,ETA,EMP_000001,,NO,NO,SI,NO,NO
16653,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
16703,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
16753,M,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
16803,F,20 a 35 años,Entre 4 y 6 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
16853,M,36 a 45 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,ETA,XI,EMP_000001,,NO,NO,SI,NO,NO
16903,F,20 a 35 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,SI,NO,NO
16953,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
17003,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
17053,M,36 a 45 años,Entre 10 y 20 SMLV,ZETA,EPSILON,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
17103,F,36 a 45 años,Entre 3 y 4 SMLV,PI,LAMBDA,ETA,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
17153,F,36 a 45 años,Entre 2.5 y 3 SMLV,PI,IOTA,PI,DELTA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
17203,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,LAMBDA,ETA,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
17253,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,,NO,NO,SI,NO,NO
17303,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
17353,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,PSI,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
17403,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
17453,F,20 a 35 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
17503,F,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
17553,M,20 a 35 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,TAU,XI,EMP_000002,,NO,NO,SI,NO,NO
17603,F,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,SI,NO,NO
17653,F,20 a 35 años,Entre 4 y 6 SMLV,ZETA,RHO,PI,ETA,EMP_000001,,NO,NO,SI,NO,NO
17703,M,36 a 45 años,Entre 6 y 8 SMLV,ZETA,LAMBDA,ETA,UPSILON,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
17753,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,LAMBDA,TAU,ETA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
17803,M,36 a 45 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
17853,F,36 a 45 años,Entre 1.5 y 2 SMLV,SIGMA,RHO,PI,XI,EMP_000002,BOGOTA D.C.,NO,NO,SI,NO,NO
17903,F,20 a 35 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,XI,EMP_000002,,NO,NO,SI,NO,NO
17953,M,20 a 35 años,Entre 3 y 4 SMLV,PI,RHO,PI,DELTA,EMP_000001,,NO,NO,SI,NO,NO
18003,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,EPSILON,PI,BETA,EMP_000001,SOACHA,NO,NO,SI,NO,NO
18053,F,36 a 45 años,Entre 2.5 y 3 SMLV,PI,LAMBDA,ETA,DELTA,EMP_000001,,NO,NO,SI,NO,NO
18103,M,36 a 45 años,Entre 1 y 1.5 SMLV,SIGMA,RHO,PI,UPSILON,EMP_000001,,NO,NO,SI,NO,NO
18153,F,36 a 45 años,Entre 1 y 1.5 SMLV,PI,RHO,PI,LAMBDA,EMP_000001,BOGOTA D.C.,NO,NO,SI,NO,NO
18203,M,20 a 35 años,Entre 1.5 y 2 SMLV,PI,LAMBDA,ETA,XI,EMP_000001,,NO,NO,SI,NO,NO
18253,M,20 a 35 años,Entre 2 y 2.5 SMLV,PI,EPSILON,PI,PSI,EMP_000001,,NO,NO,SI,NO,NO
